brewery_id,beer_id,username,rating,text,brewery_name,Country,Style,Score
147,8951,Sigmund,3.95,"12 fl. oz. bottle, thanks to my son Steinar. ABV is 7.2%. Cloudy dark brown colour, big and creamy tan head. Very nice aroma of fruity American hops and oak, blackcurrants, marmelade, some vinous notes too. The mouthfeel is first soft and creamy and the flavour is first fruity smooth and alluring, then a treacherous and distinct hoppy bitterness sets in, accompanied by oaky and smoky notes. Very bitter aftertaste. An ""arrogant"" beer, perhaps - but not quite as arrogant as I feared. I am worthy!",Arrogant Consortia,"California, United States",American Strong Ale,93
147,8951,LeRose,4.18,"Reviewed from notes.  Pours a reddish brown from the 22 ounce bottle, excellent clarity. Off white, foamy head that was generous and lasted for a time before reducing to a nice, foamy cap.  The smell is not as aggressive as anticipated. I get a sweet impression - caramel/toffee and sweet dark fruits - raisin/fig maybe date. There's enough resinous pine to give a promise of a hefty bitterness, but there are also softer floral notes, an earthiness, a very slight citrus zest. The malts weigh in with biscuits and toast. Spicy like cloves.  The taste delivers on what's promised by the smell. Caramel and toffee lead followed by sweet dark fruit. This rides on the back of the toast and biscuit flavors. Then other flavors come along - a woodiness from the oak, floral, earthy, definite citrus zest resembling orange, and big but not unpleasant sharp bitterness. No sign of the ABV whatsoever. While it could be jagged, everything comes together for a smooth experience.  Everything lingers into the aftertaste. It's got a nice, sticky feel without being overly cloying. Carbonation seems medium and appropriate for this beer. Smooth and creamy. Oddly the beer ""feels good"".  Overall, this was a smooth-drinking flavor bomb. Layered and integrated very nicely even with the substantial kick of bitterness. Well done.",Arrogant Consortia,"California, United States",American Strong Ale,93
147,8951,chrisakavern,4.91,The Oak Aging just adds to the flavor of this already powerful ale,Arrogant Consortia,"California, United States",American Strong Ale,93
147,8951,mothmanscott,4.34,"From notes 1/25/12: Pours a rich but murky brown with a reddish tint. Develops a 1.5 inch, frothy, tan, moderately lasting head that leaves nice clumpy lacing. Aroma is resinous pine hops, oaky vanilla, dark malt roast and a hint of toffee. Taste is piney hops up front and woody vanilla with hints of toffee and caramel. The ""oaking"" process does something that greatly subdues the fig, prune, molasses bread and fruitcake flavors found in Arrogant Bastard original. Starts hoppy and bittersweet but immediately increases in bitterness to finish dry and quite bitter. The bitterness lingers long in the aftertaste.",Arrogant Consortia,"California, United States",American Strong Ale,93
147,8951,q33jeff,2.86,"** 06/01/2013  Aroma is pure hops and barley. Dark copper color, but translucent. Small white head. Thin feel. Low carbonation. A bit too strong and bitter, though I think the oaked version of this beer us a touch smoother than the original. Some good flavors, but all over the place. The pieces don’t come together here.  **",Arrogant Consortia,"California, United States",American Strong Ale,93
147,8951,ChrisCage,4.6,"A- Probably the best write up anyone will come across on a beer bottle haha!! This pours with a great caramel colored head that is dense, starts off about a finger thick and has awesome retention. The beverage itself is muddied, brown and with plenty of visible suspended yeast particulate. The carbonation seems to be plentiful and smooth. As for lacing, it is really nice, with lots of small circular clumps of foam stickily hanging on to the side of the glass.  S- First impression.....wood chips, and of campfire! Beyond this there is vanilla, slight coffee and chocolate notes, some dense dried apple, caramel and toffee sweet malts and the finish is rummy sweet yet bitter from the hops....a very nice balancing act between rich & malty, oak, and bitter.  T- The flavors follow suit to the aromas, with the richness of the rum coming through very well....almost liqueur like. I am getting beautiful caramel/toffee sweetness, vanilla, oak cask, some campfire smoke. The bulk of the beer is yeasty, bread like, of cream, nuttiness.....just a full spectrum of balanced goodness!  M/O- Mouthfeel is creamy medium/full bodied, and the carbonation is about as smooth as one can get! I give this full marks for drinkability and I'd love nothing more than to enjoy more than one of these delectable Ales.....the alcohol is so well hidden you don't even know there is any.....what a delight to drink! Simply awesome and worthy of being one of my favorite beers!",Arrogant Consortia,"California, United States",American Strong Ale,93
147,8951,Stooven,3.3,"Poiyrs an interesting red hue. Oak is very slight. Unexpectedly, the hops are much more biting and bitter than standard ABA, which is one of my faves. So this is a lket down, and confoundingly less flavorful.",Arrogant Consortia,"California, United States",American Strong Ale,93
147,8951,zshaft,3.77,this beer drinks much like the reg arrogant bastard. overall a really nice .smooth with just a hint of oak but not necessarily a step up from the original.the oaked version seems to age better than the original.,Arrogant Consortia,"California, United States",American Strong Ale,93
147,8951,stevoj,4.01,"Bitterness and smokiness, nice and easy to drink. Dark amber/ brown, aroma of wood chips, peat, Taste is mildly sweet up front, with bitterness on the backside.. High ABV masked by the smoky bitterness.",Arrogant Consortia,"California, United States",American Strong Ale,93
147,8951,davidperez,4.19,"Served in a snifter, it pours a clear copper with ruby glare, no head formed in this one.  The bouquet is of caramel, vanilla, butterscotch, a hint of cherry and raisin, spicy hoppiness, and a very slight presence of oak. Of the Arrogant Bastard family this is the one with the most shy bouquet, though it is still assertive.  This is by far the most subtle of the Bastards. That aggressiveness in the flavors is not present here, and the sweet and bitter spikes also lack. That is not say that this beer is flavorless or dull, at all. Upfront you get humble sweet notes of caramel, malts and booze. Almost at the same time, a subdued bitter note enters, and it quickly gains prominence until it overcomes completely that initial sweetness and it becomes clear that it is oak what we are talking about. A raw wood flavor. The aftertaste is mostly bitter with that same oak note. A subdued vanilla note is present all throughout. This Bastard leaves your palate coated in a pleasant bitterness and a subdued sweetness. Medium body, slightly silky and smooth.  Excellent beer.",Arrogant Consortia,"California, United States",American Strong Ale,93
