brewery_id,beer_id,username,rating,text,brewery_name,Country,Style,Score
252,731,DMFF,4.74,"Just picked this up at my Beverage Center. This was recommended to me by a friend who swore this would be better than my usual Hofbrau. Let's find out!  L: Pours a hazy golden-orange with a 2 finger, foamy white head. It dissipates into a thick white cap and leave behind beautiful lacing.  S: Strong smells of banana, clove and bubblegum up front. There are also traces of wheat bread & malt on the nose.  T: Follows the nose, but blends together with such a beautiful richness along with subtle noble hops to create an outstanding beer for the style.  F: Medium-full bodied with the perfect level of carbonation. Feels rich and creamy to drink, yet finishes fairly dry.  O: This beer just usurped the ""Best Hefeweizen"" from Hofbrau for me. It just expertly blends the flavors together for a more concise representation of the style while maintaining that level of richness I enjoy. The perfect Hefeweizen!",Bayerische Staatsbrauerei Weihenstephan,Germany,Hefeweizen,98
252,731,ramseye4,4.21,"This my personal granddaddy hefeweizen. This is a great example of the style. Pours a cloudy yellow orange color, with good head. Aroma is of clove and bananas, which carries over to the taste as well. Perfectly carbonated and full bodied.",Bayerische Staatsbrauerei Weihenstephan,Germany,Hefeweizen,98
252,731,Rfox2014,4.26,"A well balanced hefeweizen. Taste a bit orangey, little yeast bite. No emphasis on either the banana esters or clove phenols, although both fuse nicely to showcase",Bayerische Staatsbrauerei Weihenstephan,Germany,Hefeweizen,98
252,731,Bluerabbitbell,4.5,"2/4/23 ON TAP (yes, all caps on purpose!) at Pig and Fire in Washington, PA.  Beautifully served in the classic 5L glass embossed Weihenstephan glass! Beautiful hazy gold with classic beautiful lacing.  Aroma of banana, clove and bubble gum.  Taste follows along with a wonderful smoothness.  What a treat to have this in on tap!",Bayerische Staatsbrauerei Weihenstephan,Germany,Hefeweizen,98
252,731,AZgman,4.56,A classic German hefeweissen beer. From a bottle at the Beer Haus in Vegas. Excellent!,Bayerische Staatsbrauerei Weihenstephan,Germany,Hefeweizen,98
252,731,jkblr,4.4,"11.2oz bottle coded 2022 (nearly a year old) poured into a wheat beer glass at fridge temp 5.4% ABV. The beer pours hefe-hazy orange amber in color with nearly white head. The head recedes to a half inch cap and leaves lots of lacing. The aroma is mildly sweet banana malt. The taste is semisweet banana and wheat malt. Negligible bitterness. Mouthfeel is medium bodied with average carbonation and a semi dry finish. Overall, good wheat beer if that's your thing.",Bayerische Staatsbrauerei Weihenstephan,Germany,Hefeweizen,98
252,731,Broski1989,4.91,"It really a world class amazing beer. Your going to pay for it, and it’s not readily available at your local beer/liquor stores, but if you want a quality German brew here it is.  Taste: it’s in a class of its own. Very smooth. Smoother than drinking glacier water smooth!!  Feel: feels very nice, perfect sized bubbles; plenty of light on the mouthfeel lacing  Overall: I highly recommend this beer. You’ll have to hunt it down because again, most stores don’t supply this generally to the local clientele.",Bayerische Staatsbrauerei Weihenstephan,Germany,Hefeweizen,98
252,731,infuturity,4.78,"Can't believe I've never reviewed this beer. 21 years into the hobby, and still the absolute gold standard by which I judge every other hefe. The perfect combo of banana, bubble gum, and clove spice.",Bayerische Staatsbrauerei Weihenstephan,Germany,Hefeweizen,98
252,731,iluvbeer69,5,One of the best wheat beers available.,Bayerische Staatsbrauerei Weihenstephan,Germany,Hefeweizen,98
252,731,Skyler_E,5,"My favorite beer of all time. It has opened up to my world that beers can actually taste great and be enjoyable to drink, versus a beer with a taste you can ""handle"" for the effects. One of my favorite beverages to drink, hands down.",Bayerische Staatsbrauerei Weihenstephan,Germany,Hefeweizen,98
252,731,defunksta,4.17,"Appearance: Pours a slightly cloudy appearance with a bright, golden body and a strong white head. SRM of 8. (4.25)  Aroma: Moderate aromas of bread malt and spice. There's cloves, coriander, hints of juicy fruit. Some orange citrus as well. Banana bread and a malty aroma. (4.25)  Flavor: Moderate flavors of pale malt, bread malt, banana bread and yeast. Also a medicinal and aspirin flavor with some hints of juicyfruit on the end. Some orange citrus spice develops as it warms. Lightly fruity sweet. (4.25)  Feel: Medium-bodied. Moderate carbonation. Smooth, creamy, delicate body. (4.50)  Compared to Hacker Pschorr Hefe Weiss 9/28/22: Pours a lighter color. More fruit and banana on the aroma. Less burnt flower and cracker notes.  Compared to Ayinger Brauweisse 9/28/22: Pours a slightly darker color. Milder aroma. Slightly more bread malt, fruity yeast, and a more full mouthfeel. Less sweet cloves. A lighter and cleaner mouthfeel.  Compared to Schneider Weiss Tap 7 10/2022: Pours lighter, milder aromas. More light citrus, grains, wheat. Less bread spice, clove, and sweet citrus. Lighter and cleaner.  Compared to Franziskiner Weissbier 12/2022: Pours lighter, stronger aromas. More citrus ,floral, pepper. Less wheat. Slightly more flavor and fuller body.  Compared to Paulaner Weissbier 12/2022: Pours lighter. Stronger aromas. More citrus, floral, pepper. Less bread spices and cloves. Slightly more authentic Munich flavor.  Compared to Weihenstephaner Kristallweissbier 12/2022: Pours darker, stronger head. Identical aromas. More smooth bread and yeast. Less lemon citrus and a bite. Smoother and less crisp body, but nearly identical flavors. A more creamy mouthfeel.  Compared to Weihenstephaner Hefeweissbier Dunkel 12/2022: Pours lighter, stronger head. Milder aromas. Slightly more clove and spice. Less smooth bread and caramel notes. Slightly lighter flavors, but identical body and mouthfeel.  Overall: A really nice hefeweizen. It has the balance of fruity yeast, banana bread malt, and a full, yeasty mouthfeel without being too sweet. A nice orange spice component that develops as it warms. A delicate balance of fruity, yeasty, and bready flavors, while being drinkable and clean. Rated a World-class Hefeweizen and I think what makes this one on that level is the drinkability. How can a bready beer be be so clean and drinkable. This one figures it out. (Rating: 4.17)",Bayerische Staatsbrauerei Weihenstephan,Germany,Hefeweizen,98
252,731,Thankin_Hank,4.9,Coming back to this fabulous beer and writing a great review of this true standard of this style.,Bayerische Staatsbrauerei Weihenstephan,Germany,Hefeweizen,98
252,731,Tamu,4.45,Smooth and creamy.,Bayerische Staatsbrauerei Weihenstephan,Germany,Hefeweizen,98
252,731,Ant777uk,2.04,"World's oldest brewery? Really? I'm sure I have had the world's oldest brewery beer before, and it wasn't this...  I used to love weissbier when I was about 20...but recently I haven't really liked it so much, anyway let's give this a go. I used to have an Erdinger glass at home.  Very typical bananaey aroma...heavy...sweet like a desert...not really inviting to me. Very smooth head and deep orange colour, looks great in the glass.  Taste is unique for sure. Very different to other weissbiers I have tried, such as Erdinger (my favourite beer around 20 years old). This is much lighter and ever so smooth. And not as sweet as the aroma makes you believe...but for me it's a bit too smooth, and a bit too unexciting...there is no complex mouth feel or bitter hop aftertaste of a Radeberger, West Coast IPA or Belgian tripel. Or the mystical smoothness of a Chimay Bleu. This is kind of simple, pleasant...and easy to like. I'm definitely not a fan of wheat beer, though I kind of understand why people would like this, though...in the same way people like ice cream. It's just not for me.",Bayerische Staatsbrauerei Weihenstephan,Germany,Hefeweizen,98
252,731,Tonyjaver,5,"The standard against which all Hefeweizens are compared. I honestly cannot find any fault with this beer. My favorite beer of all time, nothing comes close IMHO. Thank you Weihenstephaner!!! Prost!!!",Bayerische Staatsbrauerei Weihenstephan,Germany,Hefeweizen,98
252,731,JamFuel,4.5,"Pours a hazy orange with thick, high head.  Smell is fruity and yeasty with notes of banana, banana camdy, citrus, wheat dough and ginger.  Taste is fruity, yeasty and a bit sweet and estery. Notes of banana, cloves, banana camdy, peach, wheat dough and rye.  Mouthfeel is medium and smooth with good carbonation.  Overall, a terrific Hefe, maybe the best one overall.",Bayerische Staatsbrauerei Weihenstephan,Germany,Hefeweizen,98
252,731,txaudiophile,4.42,My favorite Hefe Weissbier by miles. Complex flavors that are well balanced and I like the amount of carbonation. A deep experience but also refreshing.,Bayerische Staatsbrauerei Weihenstephan,Germany,Hefeweizen,98
252,731,guidodewaal,4.89,From bottle at a pub in Germany. Lives up to the high rating. Looks perfect. Smells absolutely amazing. And the taste follows. Smooth as butter. Banana is the keyword here. Banana in both smell and taste. But not overpowering. Simply amazing!,Bayerische Staatsbrauerei Weihenstephan,Germany,Hefeweizen,98
252,731,Blogjackets,4.46,"Beer poured from tap.  The body pours an orange gold with a nice fluffy head. Good retention and lacing. A handsome beer especially in the right glassware.  Nose is the banana-bubble gum aroma for which the style is famous. Hit-or-miss for some folks, but a big hit for me. Add the familiar clove and I was a happy guy.  Taste substantially follows nose with the clove stepping up a bit. A bit sweet but a modest hop flavor is present helping balance the beer.  Good carbonation and mouthfeel make it an easy drinker.",Bayerische Staatsbrauerei Weihenstephan,Germany,Hefeweizen,98
252,731,BitteNochEinWeissbier,4.29,"0.5 L bottle Bottle Date: 6301 Consumed on: 2022-july-26 Glass: 0.5L Weizen Vase Pouring Temp:   Look: Cloudy and opaque golden yellow. I can see the shadows of my fingers through the glass when I hold it up to a light. 3-finger pillowy and creamy off-white head slowly dissolves to a 1-finger consistent and creamy cover. When I opened the beer, it slowly started pushing up out of its bottle. Some yeast looks to have remained on the bottom of the bottle, indicating that this sample will not be as opaque as 'normal'.  Smell: All kinds of banana along with some sweet fruit that has been lightly sugared. Balancing this is a nice clove note. Wonderful nose.  Taste: Similar to the nose but with the addition of wheat notes that come across as very slightly bready or perhaps doughy. There is also a mineral note. Everything is very nicely balanced. The finish is lightly sweet and clovey.  Feel: Smooth, soft, and creamy. The body is not quite medium.  Overall: A great Hefeweizen from a top-notch brewery. Quaffable, balanced, and refreshing. This is the benchmark for the style and has been so for decades. One of my favorite Hefeweizens, along with those from Andechs, Ayinger, and Schneider.",Bayerische Staatsbrauerei Weihenstephan,Germany,Hefeweizen,98
252,731,gjdgjdgjd,4.94,Truly amazing beer. Definitely a must try and must have on hand beer. One in my regular rotation. It seems that cans are fresher than bottles where I am in the U.S.  Strong flavors of banana and cloves. Wheat lingers at all times.,Bayerische Staatsbrauerei Weihenstephan,Germany,Hefeweizen,98
252,731,GuyFawkes,4.42,"""Best by 2/23/23""; drank 7/18/22 @ the Yarchives.  Cloudy dull orange appearance.  A violent pour yielded a big eggshell head; a thick curtain of tree-rung lace.  Banana, caramel & mild clove notes in the nose.  Creamy, medium mouthfeel.  Banana & mild caramel flavors up front; mild clove notes on the finish.  An exemplary take on the style; I'd have another! And another!",Bayerische Staatsbrauerei Weihenstephan,Germany,Hefeweizen,98
252,731,JZH1000,3.88,"Had 16oz on tap at RiNo Beer Garden  On the pour a 1.5 finger fine head just over the glass that slowly receded and became rocky and creamy looking. Color is a dark gold with standard hefe haze. Carbonation is light enough that it's hard to see through the haze. Some lacing forms if you drink it fast enough but not the best lacing ever.  Aroma is full of banana esters and a bit of acetaldehyde but not anymore than is expected of the style. Aroma is relatively light and not a lot of the malts come through this is all yeast on the nose.  Flavor is similar to the aroma with a certain lightness to it followed by a nice hit of traditional hefe flavors, once again a little tarter than I'd prefer, but nothing overwhelming or out of character for the style. There is a definite minerality to the flavorfollowed by some light bitterness and grassiness from a light dose of noble hops. Followed up by all that a sweet wheat maltiness does creep in making for a nice finish with a bit of sweetness after yeasty slightly bitter flavors.  The feel is once again a bit light and astringent, but the head retention on this makes for a relatively balanced light feeling making it not watery. The finish is relatively long for how light it is and in the chest you can feel the alcohol warming sensation a little bit.  Overall this is a good example of a traditional hefeweisen and a bit drier than the hofbrau hefe but without the citrus notes of an americanized hefe or traditional American wheat.",Bayerische Staatsbrauerei Weihenstephan,Germany,Hefeweizen,98
252,731,Acandage,4.55,This is the standard that all other Hefeweizens are judged.,Bayerische Staatsbrauerei Weihenstephan,Germany,Hefeweizen,98
252,731,Spark420,5,It’s hard to find anything wrong with this.,Bayerische Staatsbrauerei Weihenstephan,Germany,Hefeweizen,98
252,731,sodavisions,5,"LOOK: Golden orange/yellow, semi-hazy, two fingers of very fine foam. SMELL: little bit of clove and hops, lots of banana. TASTE: exactly like it smells in a snifter. Directly from the bottle, it’s 100% banana. FEEL: very smooth and refreshing with medium body and medium-light carbonation. OVERALL: This is, to me, a perfect beer. It’s insane. It’s refreshing with just enough body to it to be rewarding without feeling bloated afterwards. The tastes are lovely and perfectly balanced, and there’s a variation in flavors between the glass and the bottle that are both wonderful in their own way. The best part about it is that it’s not even expensive, either. It’s like $11 for a 6pk at my local liquor store. That’s only $2 more than a 6pk of Heineken for THIS.",Bayerische Staatsbrauerei Weihenstephan,Germany,Hefeweizen,98
252,731,Whyteboar,4.59,"Poured golden amber, not transparent but not cloudy either. Unfiltered? The head was nearly white and fleeting but that may be due to the age of the beer. The aroma was mostly cloves and, oddly, banana. At least the impression of banana. The taste, wow. Cloves are prominent but not overwhelming, banana is more an essence than flavor, and the malts are balanced, tasty and rewarding. So good, I think I need more of this one for the summer. The feel was smooth as the carbonation was slow and sparse, but present. Didn’t detract from the experience at all. Not sure why I waited so long to try this, it’s really good!",Bayerische Staatsbrauerei Weihenstephan,Germany,Hefeweizen,98
252,731,nizzle8287,5,"Wow. Poured at ~43 degrees F into a pint glass. Cloudy golden nectar with very fine bubbles in the finger of head that reduces to a film and a ring around the glass. If there was a banana Wheaties, this could be the mascot. Smell is, of course, banana, clove, nutmeg, as is taste, but more importantly, this beer does not include any of the previously stated foods as actual ingredients. This beer is brewed under the Purity Law of 1516, meaning it uses only malt, hops, water, and yeast. This philosophy of brewing has led to a masterpiece that lingers on the palette like you've just had a bowl of Cream of Wheat. Mouth feel is velvety creaminess; CO2 level perfectly present and fulfilling. Alcohol is hardly noticeable. Very smooth going down with a a slightly less than medium mouthfeel. Super easy drinker even on a hot Texas day. Easily the best wheat brew I've ever tried.",Bayerische Staatsbrauerei Weihenstephan,Germany,Hefeweizen,98
252,731,ivanbrew,4.4,Good beer but I would still Choose Francisckiner over it but not bad for IvanBrew1 beer garden,Bayerische Staatsbrauerei Weihenstephan,Germany,Hefeweizen,98
252,731,Bryan-K,4.45,Herbal and mild spice. Unfiltered liquid gold. Poured on tap in Philly in 1L mug.,Bayerische Staatsbrauerei Weihenstephan,Germany,Hefeweizen,98
252,731,KurtDrinksBeer,4.52,"A: cloves, nutmeg, yeasty, malt aroma L: hazy golden, good head retention, creamy foam, medium lacing T: banana clove heavy, medium to heavy bodied, crisp carbonation O: very smooth, drinkable, essence of hefeweizen",Bayerische Staatsbrauerei Weihenstephan,Germany,Hefeweizen,98
