brewery_id,beer_id,username,rating,text,brewery_name,Country,Style,Score
10099,1161,eameslover,4,"First time I had ever seen this style...Really good! No joke, I could taste a stout, an IPA (not a lot but some distinctive hops) and a good brown ale. Mostly the first and last but it wasn't entirely one if the aforementioned styles. I really enjoyed it",Dogfish Head Craft Brewery,"Delaware, United States",American Brown Ale,91
10099,1161,Peach63,3.99,"Pours copper with a 1/2 inch creamy, tan head. Thick lacing, both lasting right to the end. Heavy carbonation.  Aroma is nutty, malty, slight brown sugar.  Tastes of nuts, brown sugar, roast malts, caramel malts, and coffee. Moderate bitterness.  Full bodied, creamy, fizzy mouthfeel.  A nice brown IPA. Great color and carbonation.",Dogfish Head Craft Brewery,"Delaware, United States",American Brown Ale,91
10099,1161,spectru,3.97,"Very dark brown, translucent, not hazy at all, frothy light tan head, good retention, lacy; The aroma is slightly tangy with a hint of sweetness; Rich full bodied smooth flavor, slightly sweet; Mouthfeel is very smooth, almost thick, moderately carbonated; Tasty, pleasant, a good beer off the beaten path.  The label says Indian Brown Dark IPA, but it really doesn't taste like an IPA.",Dogfish Head Craft Brewery,"Delaware, United States",American Brown Ale,91
10099,1161,travolta,3.38,"Appearance: Very very dark brown, but ruby red up to the light. Off-white to cola head with a bit of spotted lacing and average retention.  Nose: Nutty, coffee and toffee. Lightly roasted coffee beans, brown sugar and some chocolate at the end.  Taste: Creamy but a little bit dry upfront. Not as malty as I assumed it would be. It is slightly dry and a bit like sucking on a lightly toasted coffee bean. Astringent throughout. I get an unpleasant bitterness from the hops. So much so that I switched glasses halfway through to make sure it wasn't my glass. My eyes and my nose wanted this to taste a certain way, but my mouth said otherwise. Mouthfeel is nice, but a tad watery.  Notes: I was excited for this one as Dogfish usually hits it out of the park (in my opinion). I think the hops being added to what should be a bit maltier brew throws this one off. It's a great idea, but doesn't know what it wants to be.",Dogfish Head Craft Brewery,"Delaware, United States",American Brown Ale,91
10099,1161,Dr_Gonzo,4.25,"Poured into a tall clear pint glass. Pours a lovely mahogany/ruby-brown color with a finger-thick tan head with decent retention and lacing. Glows faintly when held to the light.  Nutty notes are upfront in the aroma, along with coffee, toffee, molasses, caramel, hazelnuts, barley, roasted grains, brown sugar, toast, and chocolate. Complex dark aromas and sweet notes.  Dark cocoa, roasted nuts, barley, pine, and brown sugar are upfront on the palette. The rest of the notes follow. Medium-light body feel.",Dogfish Head Craft Brewery,"Delaware, United States",American Brown Ale,91
10099,1161,kjones6,4.41,Great beer. Nothing to complain about.,Dogfish Head Craft Brewery,"Delaware, United States",American Brown Ale,91
10099,1161,GuyFawkes,4.25,"Brown hue.  Off-white head; frothy lace.  Nice coffee nose.  Creamy medium mouthfeel.  Creamy coffee & hazelnut flavor.  A delicious, flavorful brown ale.",Dogfish Head Craft Brewery,"Delaware, United States",American Brown Ale,91
10099,1161,deniro,4.03,"A hybrid of 2 of my favorite beers (IPA and Brown Ale) Also has a scotch ale in there as well, so I had to give it a try . I've heard amazing things about it. Head is a dark red color. Smell some chocolate and caramel and a little fruit as well. Taste definitely was good. Right off the bat you taste some cocoa, a little nutty, and some coffee hints. What shines through is you taste some hops, not West Coast IPA strength or even NE IPA strenght , but just enough to give this a little bite, more so than your typical brown ale. Mouthfeel is light, definitely tastes lighter than it's 7.2 ABV. It's definitely a solid beer, a little slightly overrated in my opinion but definitely solid. If you like Brown Ale's and IPA's it's a must try.",Dogfish Head Craft Brewery,"Delaware, United States",American Brown Ale,91
10099,1161,RMehrenberg,3.94,"Reddish-brown with a head. Very Coke-like. Smells of caramel and a little cocoa. Taste is similar with a little bit of hops towards the end. Relaitively mellow for an IPA, but appropriate. Mouth feel is smooth but a little thin. 6 pack worthy",Dogfish Head Craft Brewery,"Delaware, United States",American Brown Ale,91
10099,1161,Jeffrey_Moreland,4.08,Brownish red color with a little head. Smells hoppy with a little earthy hint. Mellow citrus. Tastes the same. Very good carbonation with hoppy citrusy bite. Not a harsh bite though. Mouthfeel is full with a little creaminess. Overall a good balance of ipa and ale.,Dogfish Head Craft Brewery,"Delaware, United States",American Brown Ale,91
10099,1161,spiker97,4.65,"One of my friends, who wasn't a Dogfish fan but loves IPA's, said this was one of the best brews she has had in a good while. Since this is a hybrid brew, it's very accessible not only to IPA lovers but to people who like an ale as well. I have always liked the taste and feel of this brew, and it also makes a good holiday beer for this time of year as well as for warm weather - when you can find it. Definitely a keeper.",Dogfish Head Craft Brewery,"Delaware, United States",American Brown Ale,91
10099,1161,mothmanscott,4.21,"From notes 7/24/12: Pours a very deep brown; garnet hues dance at the edges when held to the light. The pour produces 3 fingers of tan, variously bubbled frothy, lasting head that leaves beautiful webs and rings of lace. Aroma is dark bread, toast, dark fruits, brown sugar, dark cocoa with pine, burnt hints and smoke in a light floral and citrus hop background. Taste is brown sugar, raw, bitter chocolate and dark bread malt; not sweet, burnt, smokey and nicely bitter. Hoppy citrus, pine and herbal throughout the sip but intensifying from the middle through the peppery finish and intensely bittersweet aftertaste that rapidly fades to a lasting bitterness. Mouthfeel is medium-heavy bodied with moderate carbonation; smooth and easy to drink. May be called a brown ale but this stuff is in a style of its own. 4 stars",Dogfish Head Craft Brewery,"Delaware, United States",American Brown Ale,91
10099,1161,mwherritt,4.85,"Excellent beer, one of my all time favorites! Smooth going down, right mix of hop and malt.",Dogfish Head Craft Brewery,"Delaware, United States",American Brown Ale,91
10099,1161,NedFredHead,4.15,"Pours a clear ruby-brown. Smells malty with molasses in the background. Taste is malty, nutty, slighty sweet, with coffee notes at the front and hops near the end. A solid dark ale.",Dogfish Head Craft Brewery,"Delaware, United States",American Brown Ale,91
10099,1161,penguinsgoboom,4.5,A: Pours a one finger head. Color is a pomegranate wine. Lacing clings nicely.  S: Rich nutty malt. Chocolate is present. Some grassy hops. Luscious and warms the heart.  T: Dark roasted nuts and malt mixes with bitter herbal hops. Honestly tastes like an Porter mixed with an IPA.  O: My first sample from Dogfish Head and it's a hit. A big brew that delivers on the flavor and maintains balance with mastery. One of the better dark ales.,Dogfish Head Craft Brewery,"Delaware, United States",American Brown Ale,91
10099,1161,lastmango,3.97,"Poured a dark ruby brown with a 2 finger milkshake tan head that dissipated to a thin film for the entire session. Moderate lacing throughout. Malt and slight charcoal aroma. Taste of rich malt and brown sugar with piney hops on the end. Well balanced. Moderate body with light carbonation. Overall, this is a great brown ale.",Dogfish Head Craft Brewery,"Delaware, United States",American Brown Ale,91
10099,1161,HotDogBikeRide,4.25,"Pale/brown amber, translucent, frothy head with webby lacing. Smell kind of reminds me of smoke and charcoal but sweet and malty too. Not much in the way of hops as far as the nose. The taste remains largely the same, peaty, smokey brown ale with sweet and and sticky feel. Semi-dry. Complimented most lightly by the hoppiness, mostly just in the aftertaste in my opinion. The malty taste is sort of carried through by the hops though I guess it could be described as. Overall a solid beer. Found a couple six packs on sale for $5.00 a pop so I got a steal if you ask me.",Dogfish Head Craft Brewery,"Delaware, United States",American Brown Ale,91
10099,1161,Dlijoi,4,Not as bitter as most ipas. Can really taste the coffee flavor.,Dogfish Head Craft Brewery,"Delaware, United States",American Brown Ale,91
10099,1161,MoreBeer4me,4.5,"This has become one of my favorite beers and something I always have on hand. I could have given this one a 5.0 based on taste AND price, although I'll stay away from factoring in cost with beer quality. In a nutshell, the mix of a brown ale along with Dogs' IPA brewing talents add up to a winner. If you like good beer...you'll like this. Simple as that.",Dogfish Head Craft Brewery,"Delaware, United States",American Brown Ale,91
10099,1161,Mike_Benson,4.05,"one of the first Dogfish Head beers I fell in love with, and made me realize that browns and IPAs could play nicely together. very few people try this, less succeed.",Dogfish Head Craft Brewery,"Delaware, United States",American Brown Ale,91
