brewery_id,beer_id,username,rating,text,brewery_name,Country,Style,Score
147,88,robed,4.52,"This isn't my favourite style but this is an excellently made beer. Melon heavy up front with pine after, then a bit of a sweet malt.",Stone Brewing,"California, United States",American IPA,93
147,88,tyden46,4,"Fruity at first, then a hoppy bitterness with some pineyness. I liked the sweet malt aftertaste. Better than voodoo, not as bitter of an aftertaste.",Stone Brewing,"California, United States",American IPA,93
147,88,mactrail,3.28,"Clear amber with plenty of foam in the big Duvel tulip. Aroma of resins and mango. Slightly sweet with a substantial malty body. It seems to have enough hops for a Double IPA. Tastes of bitter citrus and something scorched, with grapefruit peel aftertaste and a dark woody aftertaste. Overall this is the dark and glowering side of IPAs. Bitter, urelenting, acidic. On the plus side the fruity aromatics stay with you while your tongue is being scraped. From the 12 oz bottle purchased as part of the supermarket 12 IPAs pack.",Stone Brewing,"California, United States",American IPA,93
147,88,cyclonece09,3.94,"Poured from a bottle into a pint glass. Pours orange yellow with a fluffy white head. Smells of citrus and earthy hops. Tastes of citrus hops with nice floral notes. Beer is light bodied and easy drinking, good carbonation. Overall, a very good beer.",Stone Brewing,"California, United States",American IPA,93
147,88,Griffin2,3.94,Poured from a 12 oz bottle into a Willi Becher pint glass. L - Pours a clear amber color with a fluffy whit head that dissipates slowly. S - Smells of citrus T - Tastes of grapefruit with a nice bitterness. F - Medium body and carbonation O - very tasty IPA,Stone Brewing,"California, United States",American IPA,93
147,88,LesDewitt4beer,4.38,"12oz bottle mfr date 8/25/22 from the STONE 12 Day of IPA 2022 Xmas variety pack into a Spiegelau IPA glass. L: Pours transparent amber w a thick 1"" off white head w excellent retention, very well carb'd, head gets a bit pillowy, some sticky lacing. S: Bready, citrus, caramelized malts, lightly floral, melon, grapefruit, ""spicy"" hops, very slightly dank (like .5 of a point), a hint of alcohol w warming. T: Bright citrus, caramelized malts, lemon drop, a hint of bread, lightly grassy, bitter hops, citrus zest, pine resin, melon, grapefruit, a long citrus zest linger. Well balanced tastes. F: Stately w a gentle and crisp bite at first, med bodied w a moderately robust mid-section then a drying finish w a long linger. Med-long taste overall and smooths out over time. O: A beautiful American WCIPA. Hop fwrd, a bit sweet w a bitter finish and long linger. Fairly big, fruity taste, drinks easily and is outstanding in its style.",Stone Brewing,"California, United States",American IPA,93
147,88,JZH1000,3.73,"Had on tap at Chili's of all places.  On the pour I watched da pretty enormous head form that the bartender poured up to just 1 finger. After a few minutes, the head shrank to a thin covering and ring around the rim. Body is a pale gold, with plenty of fine carbonation. Light but refined lacing is left.  Aroma is mostly citrusy with a great big hit of bright grapefruit. A slight alcohol note is present with some sweetness coming from light malts in the background.  Taste is bigger than the aroma, at least at this temp, but this is a sweet citrusy dank IPA. Pretty standard, but better than voodoo ranger with a bit more depth and bite. Some alcohol is present, and this one is a solid west coaster with a big hit of bitterness that comes with a bit of darkness as well.  Feel is big yet refreshing. With a fine but powerful co2 bite and a long finish with a mouthcoating feel. The bright flavors do a lot for the feel with bright grapefruit rindy notes sticking round through the finish.  Overall this is a classic IPA that has become a benchmark for WCIPAs. It does its job pretty damn well with nice hoppy bitter yet inviting fruity notes, without being tropical, and maybe even being a bit dank.",Stone Brewing,"California, United States",American IPA,93
147,88,Ant777uk,4.51,"First actual American IPA for ages...never heard of this one before...  Amazing head...a little bubbly...intense colour.  Aroma is phenomenal...melon is dominating. But not as deep and complex as many IPA's or Belgian tripels...  Wowow...this taste is off the scale. After 2 pilsners this literally sets my soul alight. Mouth feel is like an explosion, one of the best that I have ever experienced. Sweet melon, followed by the bitter hops that literally assassinates the melon and creates a ying yang experience...  This is amazing and I totally love it. I'm buying all of the cans in the shop next to me that sells it. As soon as they open.  How could it be improved? I'm not sure...the ying yang between the melon aroma and the mega bitter aftertaste is unparelleled in my decades of beer tasting (drinking till I forget everything) ; )",Stone Brewing,"California, United States",American IPA,93
147,88,NCSapiens,4,"Just a good, classic, standard west coast IPA.",Stone Brewing,"California, United States",American IPA,93
147,88,jonwiseman,4,Vintage in this category and still one of the best ipas ever brewed. Can’t really say anything that hasn’t already been said. Is it bad that I’m drinking one at $13 in Chicago airport at 9:55 AM? Kinda days it all,Stone Brewing,"California, United States",American IPA,93
147,88,MadMadMike,4.16,"Pours clear gold, nice frothy white head that retains well, sip by sip lacing. Citrusy hop bomb. Medium body, xlnt carbonation. Bitterness is a quality hallmark for my taste, so Stone IPA really delivers, without going completely dank. Well balanced everyday quaff, plus it’s readily available everywhere at a reasonable price point.",Stone Brewing,"California, United States",American IPA,93
147,88,RedStickPhil,3.81,"A gift from Bret, with a connection to UCSB. Thanks! Really pretty to look at, but I don’t see the business of taste as all that special. I guess it is just too long on bitter without much extra nuance.",Stone Brewing,"California, United States",American IPA,93
147,88,ammo1,4.24,"One of my early go to IPAs. After many years, I've found Odells, Ballast Point, and Elysian provide citrus and floral hop notes that I prefer depending on the mood. Stone has a special place in my heart, a bit one note and not the absolute best. The price is right and is still in the rotation, sometimes for the memories it conjures up. Don't change it Stone!",Stone Brewing,"California, United States",American IPA,93
147,88,zman1974,3.33,"It's a high quality, well made beer. Just not for me. The finish is bitter to the point of being off-putting. I just do not want to take additional sips.",Stone Brewing,"California, United States",American IPA,93
147,88,Gu_re_gu,4.71,The original and still one of the best. Haters gonna hate.,Stone Brewing,"California, United States",American IPA,93
147,88,dcat151,3.9,"Golden pour with a medium amount of head that dissipates relatively quickly. Odor is dank, hoppy, and piney. Taste is traditional IPA with hoppy bitterness and a slight bit of pine. Mouthfeel is crisp and clean. Overall a good IPA.",Stone Brewing,"California, United States",American IPA,93
147,88,MarkovBeer,1.36,Stupidly bitter and unpleasant. it's the gargoyle that hypes this up.,Stone Brewing,"California, United States",American IPA,93
147,88,Ihpjoeguy,2.01,Wow. Way over rated. Or maybe just old school. Bitter baby. I get DIPA’s less bitter.,Stone Brewing,"California, United States",American IPA,93
147,88,tekstr1der,4,"I revisit this one periodically, because at one time it was in my top 10 IPAs and I get nostalgic about that. Not sure if the recipe has changed over time, maybe it's just not been as fresh, I don't know... but I can only say it's a little better than okay in today's IPA world.",Stone Brewing,"California, United States",American IPA,93
147,88,ZebulonXZogg,4.02,"Pours a clear gold, big frothy white head, ridiculous amount of lacing. Citrus, and tropical fruits. Medium bodied, excellent carbonation. This is solid!",Stone Brewing,"California, United States",American IPA,93
147,88,jkh15,3.82,Pretty solid but a touch too bitter for my liking.,Stone Brewing,"California, United States",American IPA,93
